chr,start,end,state,median,integer_median,integer_copy_number,cell_id
19,1,59500000,3,0.8387656,1.805717,2.0,SA501X4XB00794-A90703ABC-R03-C44
20,1,30000000,2,0.4469597,0.9622269,1.0,SA501X4XB00794-A90703ABC-R03-C44
20,30000001,63500000,3,0.8487566,1.8272258,2.0,SA501X4XB00794-A90703ABC-R03-C44
21,1,38000000,3,0.9283614,1.9986012,2.0,SA501X4XB00794-A90703ABC-R03-C44
21,38000001,48500000,2,0.5261604,1.1327321,1.0,SA501X4XB00794-A90703ABC-R03-C44
22,1,51500000,3,0.8397829,1.8079071,2.0,SA501X4XB00794-A90703ABC-R03-C44
X,1,155500000,2,0.4451468,0.9583238,1.0,SA501X4XB00794-A90703ABC-R03-C44
Y,1,59500000,1,0.0,0.0,0.0,SA501X4XB00794-A90703ABC-R03-C44
1,1,14000000,2,0.5398962,1.0567499,1.0,SA501X4XB00794-A90703ABC-R04-C08
1,14000001,155500000,3,1.0284756,2.0130563,2.0,SA501X4XB00794-A90703ABC-R04-C08
1,155500001,249500000,4,1.4019486,2.7440626,3.0,SA501X4XB00794-A90703ABC-R04-C08
2,1,26000000,2,0.5437463,1.0642857,1.0,SA501X4XB00794-A90703ABC-R04-C08
2,26000001,52500000,3,1.0215632,1.9995264,2.0,SA501X4XB00794-A90703ABC-R04-C08
2,52500001,63500000,5,2.1260779,4.1614156,4.0,SA501X4XB00794-A90703ABC-R04-C08
2,63500001,160000000,3,0.9336363,1.8274254,2.0,SA501X4XB00794-A90703ABC-R04-C08
2,160000001,177000000,2,0.4695194,0.9189998,1.0,SA501X4XB00794-A90703ABC-R04-C08
2,177000001,195500000,3,0.9977601,1.9529363,2.0,SA501X4XB00794-A90703ABC-R04-C08
2,195500001,208000000,4,1.4660773,2.8695831,3.0,SA501X4XB00794-A90703ABC-R04-C08
2,208000001,243500000,3,1.1213326,2.1948072,2.0,SA501X4XB00794-A90703ABC-R04-C08
3,1,34500000,3,1.0007211,1.9587318,2.0,SA501X4XB00794-A90703ABC-R04-C08
3,34500001,87000000,2,0.5325133,1.0422991,1.0,SA501X4XB00794-A90703ABC-R04-C08
3,87000001,114500000,3,0.9271454,1.8147206,2.0,SA501X4XB00794-A90703ABC-R04-C08
3,114500001,168500000,4,1.577168,3.0870231,3.0,SA501X4XB00794-A90703ABC-R04-C08
3,168500001,180500000,5,1.9577322,3.8319092,4.0,SA501X4XB00794-A90703ABC-R04-C08
3,180500001,198500000,2,0.4606523,0.9016441,1.0,SA501X4XB00794-A90703ABC-R04-C08
4,1,70500000,2,0.5249598,1.0275145,1.0,SA501X4XB00794-A90703ABC-R04-C08
4,70500001,135000000,3,1.0016867,1.9606218,2.0,SA501X4XB00794-A90703ABC-R04-C08
4,135000001,151500000,4,1.4823006,2.9013371,3.0,SA501X4XB00794-A90703ABC-R04-C08
4,151500001,191500000,2,0.4806953,0.9408748,1.0,SA501X4XB00794-A90703ABC-R04-C08
5,1,54000000,3,1.0344784,2.0248057,2.0,SA501X4XB00794-A90703ABC-R04-C08
5,54000001,127000000,2,0.5322537,1.0417911,1.0,SA501X4XB00794-A90703ABC-R04-C08
5,127000001,150500000,3,1.2519589,2.4504846,2.0,SA501X4XB00794-A90703ABC-R04-C08
5,150500001,181000000,2,0.5626505,1.1012872,1.0,SA501X4XB00794-A90703ABC-R04-C08
6,1,31500000,5,1.9644355,3.8450296,4.0,SA501X4XB00794-A90703ABC-R04-C08
6,31500001,72000000,3,1.0836628,2.1210752,2.0,SA501X4XB00794-A90703ABC-R04-C08
6,72000001,93500000,4,1.4688718,2.8750527,3.0,SA501X4XB00794-A90703ABC-R04-C08
6,93500001,138000000,6,2.4349131,4.7659051,5.0,SA501X4XB00794-A90703ABC-R04-C08
6,138000001,159500000,5,2.0222838,3.9582572,4.0,SA501X4XB00794-A90703ABC-R04-C08
6,159500001,171500000,2,0.5180103,1.0139121,1.0,SA501X4XB00794-A90703ABC-R04-C08
7,1,132500000,3,0.917427,1.7956986,2.0,SA501X4XB00794-A90703ABC-R04-C08
7,132500001,159500000,2,0.4750709,0.929866,1.0,SA501X4XB00794-A90703ABC-R04-C08
8,1,68000000,2,0.4952194,0.9693031,1.0,SA501X4XB00794-A90703ABC-R04-C08
8,68000001,78000000,7,4.2051419,8.2308101,8.0,SA501X4XB00794-A90703ABC-R04-C08
8,78000001,91500000,3,1.0713986,2.0970704,2.0,SA501X4XB00794-A90703ABC-R04-C08
8,91500001,100500000,2,0.4773706,0.9343671,1.0,SA501X4XB00794-A90703ABC-R04-C08
8,100500001,146500000,4,1.4241322,2.787483,3.0,SA501X4XB00794-A90703ABC-R04-C08
9,1,141500000,3,0.9840597,1.9261202,2.0,SA501X4XB00794-A90703ABC-R04-C08
10,1,118500000,3,0.9940314,1.945638,2.0,SA501X4XB00794-A90703ABC-R04-C08
10,118500001,136000000,2,0.4955293,0.9699096,1.0,SA501X4XB00794-A90703ABC-R04-C08
11,1,30500000,3,1.0144687,1.9856403,2.0,SA501X4XB00794-A90703ABC-R04-C08
11,30500001,43500000,4,1.5201996,2.9755176,3.0,SA501X4XB00794-A90703ABC-R04-C08
11,43500001,102000000,3,1.1038295,2.160548,2.0,SA501X4XB00794-A90703ABC-R04-C08
11,102000001,135500000,2,0.5288254,1.0350806,1.0,SA501X4XB00794-A90703ABC-R04-C08
12,1,47000000,3,1.0457024,2.0467746,2.0,SA501X4XB00794-A90703ABC-R04-C08
12,47000001,69000000,2,0.5430135,1.0628514,1.0,SA501X4XB00794-A90703ABC-R04-C08
12,69000001,134000000,3,1.1092341,2.1711266,2.0,SA501X4XB00794-A90703ABC-R04-C08
13,1,39000000,3,1.0368943,2.0295343,2.0,SA501X4XB00794-A90703ABC-R04-C08
13,39000001,83500000,2,0.5066151,0.9916081,1.0,SA501X4XB00794-A90703ABC-R04-C08
13,83500001,115500000,3,1.0500505,2.0552853,2.0,SA501X4XB00794-A90703ABC-R04-C08
14,1,93500000,2,0.4383184,0.8579296,1.0,SA501X4XB00794-A90703ABC-R04-C08
14,93500001,107500000,5,1.7585836,3.4421115,3.0,SA501X4XB00794-A90703ABC-R04-C08
15,1,56500000,3,0.9827461,1.923549,2.0,SA501X4XB00794-A90703ABC-R04-C08
15,56500001,67500000,4,1.5133581,2.9621267,3.0,SA501X4XB00794-A90703ABC-R04-C08
15,67500001,103000000,3,1.0220471,2.0004736,2.0,SA501X4XB00794-A90703ABC-R04-C08
16,1,6000000,3,0.858652,1.6806571,2.0,SA501X4XB00794-A90703ABC-R04-C08
16,6000001,15500000,7,2.8929915,5.6625112,6.0,SA501X4XB00794-A90703ABC-R04-C08
16,15500001,90500000,3,1.0648813,2.084314,2.0,SA501X4XB00794-A90703ABC-R04-C08
17,1,40000000,2,0.5088419,0.9959666,1.0,SA501X4XB00794-A90703ABC-R04-C08
17,40000001,48000000,3,0.893118,1.7481181,2.0,SA501X4XB00794-A90703ABC-R04-C08
17,48000001,81500000,4,1.4121927,2.7641136,3.0,SA501X4XB00794-A90703ABC-R04-C08
18,1,7000000,2,0.4663591,0.9128142,1.0,SA501X4XB00794-A90703ABC-R04-C08
18,7000001,56000000,3,0.9387586,1.8374513,2.0,SA501X4XB00794-A90703ABC-R04-C08
18,56000001,78500000,6,2.5434549,4.9783562,5.0,SA501X4XB00794-A90703ABC-R04-C08
19,1,59500000,3,1.0110715,1.9789909,2.0,SA501X4XB00794-A90703ABC-R04-C08
20,1,24000000,2,0.5419607,1.0607908,1.0,SA501X4XB00794-A90703ABC-R04-C08
20,24000001,42500000,3,1.1108894,2.1743666,2.0,SA501X4XB00794-A90703ABC-R04-C08
20,42500001,51000000,2,0.5425042,1.0618545,1.0,SA501X4XB00794-A90703ABC-R04-C08
20,51000001,63500000,3,1.0733061,2.1008039,2.0,SA501X4XB00794-A90703ABC-R04-C08
21,1,37500000,3,0.9081653,1.7775705,2.0,SA501X4XB00794-A90703ABC-R04-C08
21,37500001,48500000,2,0.5239864,1.0256092,1.0,SA501X4XB00794-A90703ABC-R04-C08
22,1,51500000,3,1.1559522,2.2625688,2.0,SA501X4XB00794-A90703ABC-R04-C08
X,1,155500000,2,0.5762999,1.1280036,1.0,SA501X4XB00794-A90703ABC-R04-C08
Y,1,59500000,1,0.0,0.0,0.0,SA501X4XB00794-A90703ABC-R04-C08
1,1,12500000,2,0.5504248,1.0616492,1.0,SA501X4XB00794-A90703ABC-R04-C09
1,12500001,156500000,3,1.0709886,2.0657031,2.0,SA501X4XB00794-A90703ABC-R04-C09
1,156500001,249500000,4,1.5649943,3.0185323,3.0,SA501X4XB00794-A90703ABC-R04-C09
2,1,26500000,2,0.5051916,0.9744043,1.0,SA501X4XB00794-A90703ABC-R04-C09
2,26500001,53500000,3,1.0939435,2.1099782,2.0,SA501X4XB00794-A90703ABC-R04-C09
2,53500001,64000000,5,2.1126987,4.0749345,4.0,SA501X4XB00794-A90703ABC-R04-C09
2,64000001,159500000,3,1.0193878,1.9661765,2.0,SA501X4XB00794-A90703ABC-R04-C09
2,159500001,177000000,2,0.4685195,0.9036717,1.0,SA501X4XB00794-A90703ABC-R04-C09
2,177000001,243500000,3,1.0323949,1.9912644,2.0,SA501X4XB00794-A90703ABC-R04-C09
3,1,34000000,3,1.1237372,2.1674437,2.0,SA501X4XB00794-A90703ABC-R04-C09
3,34000001,86500000,2,0.5411837,1.0438251,1.0,SA501X4XB00794-A90703ABC-R04-C09
3,86500001,114500000,3,1.0371005,2.0003404,2.0,SA501X4XB00794-A90703ABC-R04-C09
3,114500001,151500000,4,1.559498,3.0079311,3.0,SA501X4XB00794-A90703ABC-R04-C09
3,151500001,180500000,5,1.9923254,3.8427606,4.0,SA501X4XB00794-A90703ABC-R04-C09
3,180500001,198500000,2,0.445625,0.8595132,1.0,SA501X4XB00794-A90703ABC-R04-C09
4,1,70500000,2,0.5304655,1.0231521,1.0,SA501X4XB00794-A90703ABC-R04-C09
4,70500001,135500000,3,0.95961,1.850878,2.0,SA501X4XB00794-A90703ABC-R04-C09
4,135500001,151500000,4,1.4711086,2.8374473,3.0,SA501X4XB00794-A90703ABC-R04-C09
4,151500001,191500000,2,0.5015053,0.9672942,1.0,SA501X4XB00794-A90703ABC-R04-C09
5,1,54000000,3,1.0745076,2.0724905,2.0,SA501X4XB00794-A90703ABC-R04-C09
5,54000001,125500000,2,0.4831039,0.9318019,1.0,SA501X4XB00794-A90703ABC-R04-C09
5,125500001,150500000,3,1.0825402,2.0879836,2.0,SA501X4XB00794-A90703ABC-R04-C09
5,150500001,181000000,2,0.5168429,0.996877,1.0,SA501X4XB00794-A90703ABC-R04-C09
6,1,15000000,5,2.063433,3.9799116,4.0,SA501X4XB00794-A90703ABC-R04-C09
6,15000001,35500000,4,1.4962443,2.8859284,3.0,SA501X4XB00794-A90703ABC-R04-C09
6,35500001,77000000,3,1.036924,2.0,2.0,SA501X4XB00794-A90703ABC-R04-C09
6,77000001,93500000,4,1.5128455,2.9179486,3.0,SA501X4XB00794-A90703ABC-R04-C09
6,93500001,158000000,5,2.201893,4.2469707,4.0,SA501X4XB00794-A90703ABC-R04-C09
6,158000001,171500000,2,0.6000222,1.1573117,1.0,SA501X4XB00794-A90703ABC-R04-C09
7,1,135500000,3,0.9932652,1.9157916,2.0,SA501X4XB00794-A90703ABC-R04-C09
7,135500001,159500000,2,0.5698169,1.0990524,1.0,SA501X4XB00794-A90703ABC-R04-C09
8,1,68000000,2,0.490069,0.945236,1.0,SA501X4XB00794-A90703ABC-R04-C09
8,68000001,77500000,7,3.5751721,6.8957263,7.0,SA501X4XB00794-A90703ABC-R04-C09
8,77500001,92500000,3,1.0317862,1.9900903,2.0,SA501X4XB00794-A90703ABC-R04-C09
8,92500001,100500000,2,0.4974147,0.9594044,1.0,SA501X4XB00794-A90703ABC-R04-C09
8,100500001,146500000,4,1.6329946,3.14969,3.0,SA501X4XB00794-A90703ABC-R04-C09
9,1,131000000,3,1.0714977,2.066685,2.0,SA501X4XB00794-A90703ABC-R04-C09
9,131000001,141500000,4,1.5092033,2.9109237,3.0,SA501X4XB00794-A90703ABC-R04-C09
10,1,118500000,3,1.0219624,1.9711424,2.0,SA501X4XB00794-A90703ABC-R04-C09
10,118500001,136000000,2,0.5406737,1.0428415,1.0,SA501X4XB00794-A90703ABC-R04-C09
11,1,34000000,3,1.0506403,2.0264558,2.0,SA501X4XB00794-A90703ABC-R04-C09
11,34000001,44000000,4,1.4180243,2.7350593,3.0,SA501X4XB00794-A90703ABC-R04-C09
11,44000001,99500000,3,1.0576654,2.0400056,2.0,SA501X4XB00794-A90703ABC-R04-C09
11,99500001,135500000,2,0.535489,1.0328414,1.0,SA501X4XB00794-A90703ABC-R04-C09
12,1,46500000,3,1.0207284,1.9687621,2.0,SA501X4XB00794-A90703ABC-R04-C09
12,46500001,69000000,2,0.5628636,1.0856409,1.0,SA501X4XB00794-A90703ABC-R04-C09
12,69000001,134000000,3,1.027401,1.9816322,2.0,SA501X4XB00794-A90703ABC-R04-C09
13,1,39000000,3,1.0388677,2.003749,2.0,SA501X4XB00794-A90703ABC-R04-C09
13,39000001,83500000,2,0.5099575,0.9835967,1.0,SA501X4XB00794-A90703ABC-R04-C09
13,83500001,115500000,3,1.0151505,1.9580037,2.0,SA501X4XB00794-A90703ABC-R04-C09
14,1,93500000,2,0.5434514,1.0481991,1.0,SA501X4XB00794-A90703ABC-R04-C09
14,93500001,107500000,4,1.6240041,3.1323492,3.0,SA501X4XB00794-A90703ABC-R04-C09
15,1,56500000,3,0.9983552,1.9256091,2.0,SA501X4XB00794-A90703ABC-R04-C09
15,56500001,73500000,4,1.4230179,2.7446908,3.0,SA501X4XB00794-A90703ABC-R04-C09
15,73500001,103000000,3,1.0388011,2.0036205,2.0,SA501X4XB00794-A90703ABC-R04-C09
16,1,6000000,2,0.6166454,1.1893743,1.0,SA501X4XB00794-A90703ABC-R04-C09
16,6000001,15500000,7,2.8634567,5.5229826,6.0,SA501X4XB00794-A90703ABC-R04-C09
16,15500001,90500000,3,1.0575111,2.039708,2.0,SA501X4XB00794-A90703ABC-R04-C09
17,1,41000000,2,0.5127219,0.9889287,1.0,SA501X4XB00794-A90703ABC-R04-C09
17,41000001,81500000,4,1.4519848,2.8005617,3.0,SA501X4XB00794-A90703ABC-R04-C09
18,1,56000000,3,0.9315548,1.7967657,2.0,SA501X4XB00794-A90703ABC-R04-C09
18,56000001,78500000,6,2.6068591,5.028062,5.0,SA501X4XB00794-A90703ABC-R04-C09
19,1,24500000,3,0.9092195,1.7536859,2.0,SA501X4XB00794-A90703ABC-R04-C09
19,24500001,59500000,2,0.4971021,0.9588014,1.0,SA501X4XB00794-A90703ABC-R04-C09
20,1,30000000,2,0.5361491,1.0341145,1.0,SA501X4XB00794-A90703ABC-R04-C09
20,30000001,42500000,3,1.2253635,2.3634585,2.0,SA501X4XB00794-A90703ABC-R04-C09
20,42500001,51000000,2,0.5870442,1.1322801,1.0,SA501X4XB00794-A90703ABC-R04-C09
20,51000001,63500000,3,1.0439939,2.0136363,2.0,SA501X4XB00794-A90703ABC-R04-C09
21,1,38500000,3,0.9481086,1.8286945,2.0,SA501X4XB00794-A90703ABC-R04-C09
21,38500001,48500000,2,0.5751791,1.1093948,1.0,SA501X4XB00794-A90703ABC-R04-C09
22,1,51500000,3,1.0048832,1.9382002,2.0,SA501X4XB00794-A90703ABC-R04-C09
X,1,155500000,2,0.5096704,0.9830429,1.0,SA501X4XB00794-A90703ABC-R04-C09
Y,1,59500000,1,0.0,0.0,0.0,SA501X4XB00794-A90703ABC-R04-C09
1,1,14000000,2,0.5867077,1.1419201,1.0,SA501X4XB00794-A90703ABC-R04-C41
1,14000001,156000000,3,1.0848718,2.1115062,2.0,SA501X4XB00794-A90703ABC-R04-C41
1,156000001,249500000,4,1.5806823,3.0765115,3.0,SA501X4XB00794-A90703ABC-R04-C41
2,1,25500000,2,0.5144948,1.0013707,1.0,SA501X4XB00794-A90703ABC-R04-C41
2,25500001,53500000,3,1.0879425,2.1174827,2.0,SA501X4XB00794-A90703ABC-R04-C41
2,53500001,64000000,6,2.4719424,4.8111876,5.0,SA501X4XB00794-A90703ABC-R04-C41
2,64000001,160000000,3,1.0348689,2.0141847,2.0,SA501X4XB00794-A90703ABC-R04-C41
2,160000001,176500000,2,0.4768292,0.9280616,1.0,SA501X4XB00794-A90703ABC-R04-C41
2,176500001,243500000,3,0.939069,1.8277276,2.0,SA501X4XB00794-A90703ABC-R04-C41
3,1,34500000,3,1.1003103,2.1415544,2.0,SA501X4XB00794-A90703ABC-R04-C41
3,34500001,87000000,2,0.5169316,1.0061137,1.0,SA501X4XB00794-A90703ABC-R04-C41
3,87000001,110000000,3,1.0542719,2.0519491,2.0,SA501X4XB00794-A90703ABC-R04-C41
3,110000001,146000000,4,1.6143094,3.1419605,3.0,SA501X4XB00794-A90703ABC-R04-C41
3,146000001,180500000,5,1.9748535,3.8436942,4.0,SA501X4XB00794-A90703ABC-R04-C41
3,180500001,198500000,2,0.4904796,0.9546295,1.0,SA501X4XB00794-A90703ABC-R04-C41
4,1,70500000,2,0.5338807,1.039102,1.0,SA501X4XB00794-A90703ABC-R04-C41
4,70500001,134000000,3,1.0269993,1.9988679,2.0,SA501X4XB00794-A90703ABC-R04-C41
4,134000001,151500000,4,1.5016831,2.9227539,3.0,SA501X4XB00794-A90703ABC-R04-C41
4,151500001,191500000,2,0.4766271,0.9276682,1.0,SA501X4XB00794-A90703ABC-R04-C41
5,1,54000000,3,1.0969227,2.134961,2.0,SA501X4XB00794-A90703ABC-R04-C41
5,54000001,126500000,2,0.4721633,0.9189802,1.0,SA501X4XB00794-A90703ABC-R04-C41
5,126500001,150500000,3,1.0281626,2.0011321,2.0,SA501X4XB00794-A90703ABC-R04-C41
5,150500001,181000000,2,0.5171628,1.0065636,1.0,SA501X4XB00794-A90703ABC-R04-C41
6,1,15000000,5,2.0373649,3.9653612,4.0,SA501X4XB00794-A90703ABC-R04-C41
6,15000001,32500000,4,1.4022172,2.7291615,3.0,SA501X4XB00794-A90703ABC-R04-C41
6,32500001,77000000,3,0.9969921,1.9404644,2.0,SA501X4XB00794-A90703ABC-R04-C41
6,77000001,94000000,4,1.3114768,2.5525517,3.0,SA501X4XB00794-A90703ABC-R04-C41
6,94000001,114000000,6,2.4209228,4.7118871,5.0,SA501X4XB00794-A90703ABC-R04-C41
6,114000001,158000000,5,2.0052716,3.9028975,4.0,SA501X4XB00794-A90703ABC-R04-C41
6,158000001,171500000,2,0.4877454,0.949308,1.0,SA501X4XB00794-A90703ABC-R04-C41
7,1,135500000,3,0.978891,1.9052339,2.0,SA501X4XB00794-A90703ABC-R04-C41
7,135500001,159500000,2,0.4995512,0.9722859,1.0,SA501X4XB00794-A90703ABC-R04-C41
8,1,68000000,2,0.5178518,1.0079045,1.0,SA501X4XB00794-A90703ABC-R04-C41
8,68000001,77500000,7,3.8504499,7.4942025,7.0,SA501X4XB00794-A90703ABC-R04-C41
8,77500001,92500000,3,0.8990102,1.7497603,2.0,SA501X4XB00794-A90703ABC-R04-C41
8,92500001,99500000,2,0.4881301,0.9500567,1.0,SA501X4XB00794-A90703ABC-R04-C41
8,99500001,146500000,4,1.564543,3.0450993,3.0,SA501X4XB00794-A90703ABC-R04-C41
9,1,141500000,3,1.0866263,2.114921,2.0,SA501X4XB00794-A90703ABC-R04-C41
10,1,118000000,3,0.9759858,1.8995793,2.0,SA501X4XB00794-A90703ABC-R04-C41
10,118000001,136000000,2,0.4718985,0.9184649,1.0,SA501X4XB00794-A90703ABC-R04-C41
11,1,34000000,3,1.1204991,2.1808482,2.0,SA501X4XB00794-A90703ABC-R04-C41
11,34000001,43500000,4,1.6557115,3.2225422,3.0,SA501X4XB00794-A90703ABC-R04-C41
11,43500001,94000000,3,1.0174086,1.9802013,2.0,SA501X4XB00794-A90703ABC-R04-C41
11,94000001,135500000,2,0.5057027,0.9842586,1.0,SA501X4XB00794-A90703ABC-R04-C41
12,1,47000000,3,1.0112712,1.9682559,2.0,SA501X4XB00794-A90703ABC-R04-C41
12,47000001,69000000,2,0.5284251,1.0284836,1.0,SA501X4XB00794-A90703ABC-R04-C41
12,69000001,134000000,3,1.0501078,2.0438444,2.0,SA501X4XB00794-A90703ABC-R04-C41
13,1,39000000,3,1.069331,2.081259,2.0,SA501X4XB00794-A90703ABC-R04-C41
13,39000001,84500000,2,0.5005051,0.9741425,1.0,SA501X4XB00794-A90703ABC-R04-C41
13,84500001,115500000,3,0.953607,1.8560231,2.0,SA501X4XB00794-A90703ABC-R04-C41
14,1,93500000,2,0.497297,0.9678984,1.0,SA501X4XB00794-A90703ABC-R04-C41
14,93500001,107500000,4,1.5733724,3.0622841,3.0,SA501X4XB00794-A90703ABC-R04-C41
15,1,103000000,3,1.0258695,1.9966689,2.0,SA501X4XB00794-A90703ABC-R04-C41
16,1,8500000,3,1.0230406,1.9911631,2.0,SA501X4XB00794-A90703ABC-R04-C41
16,8500001,15500000,7,3.087404,6.0090719,6.0,SA501X4XB00794-A90703ABC-R04-C41
16,15500001,90500000,3,1.0462566,2.0363487,2.0,SA501X4XB00794-A90703ABC-R04-C41
17,1,41500000,2,0.4628381,0.9008304,1.0,SA501X4XB00794-A90703ABC-R04-C41
17,41500001,81500000,4,1.4210746,2.7658641,3.0,SA501X4XB00794-A90703ABC-R04-C41
18,1,7500000,2,0.4417946,0.859873,1.0,SA501X4XB00794-A90703ABC-R04-C41
18,7500001,56000000,3,1.0637704,2.0704362,2.0,SA501X4XB00794-A90703ABC-R04-C41
18,56000001,78500000,6,2.4393766,4.7478041,5.0,SA501X4XB00794-A90703ABC-R04-C41
19,1,59500000,3,0.982339,1.9119447,2.0,SA501X4XB00794-A90703ABC-R04-C41
20,1,30000000,2,0.4692659,0.9133411,1.0,SA501X4XB00794-A90703ABC-R04-C41
20,30000001,63500000,3,0.9919715,1.9306926,2.0,SA501X4XB00794-A90703ABC-R04-C41
21,1,38500000,3,0.9622038,1.8727552,2.0,SA501X4XB00794-A90703ABC-R04-C41
21,38500001,48500000,2,0.4431436,0.8624987,1.0,SA501X4XB00794-A90703ABC-R04-C41
22,1,51500000,3,1.0349068,2.0142584,2.0,SA501X4XB00794-A90703ABC-R04-C41
X,1,155500000,2,0.4966043,0.9665502,1.0,SA501X4XB00794-A90703ABC-R04-C41
Y,1,59500000,1,0.0,0.0,0.0,SA501X4XB00794-A90703ABC-R04-C41
1,1,12000000,2,0.4793171,0.928339,1.0,SA501X4XB00794-A90703ABC-R04-C43
1,12000001,156000000,3,1.0690271,2.0704863,2.0,SA501X4XB00794-A90703ABC-R04-C43
1,156000001,249500000,4,1.5936833,3.086638,3.0,SA501X4XB00794-A90703ABC-R04-C43
2,1,26000000,2,0.5064958,0.9809785,1.0,SA501X4XB00794-A90703ABC-R04-C43
2,26000001,50500000,3,1.0896141,2.1103592,2.0,SA501X4XB00794-A90703ABC-R04-C43
2,50500001,64000000,5,1.9875744,3.8495242,4.0,SA501X4XB00794-A90703ABC-R04-C43
2,64000001,160000000,3,1.0222723,1.979932,2.0,SA501X4XB00794-A90703ABC-R04-C43
2,160000001,177500000,2,0.5803821,1.1240812,1.0,SA501X4XB00794-A90703ABC-R04-C43
2,177500001,195500000,3,1.0693636,2.0711381,2.0,SA501X4XB00794-A90703ABC-R04-C43
2,195500001,201500000,4,1.603257,3.1051802,3.0,SA501X4XB00794-A90703ABC-R04-C43
2,201500001,243500000,3,1.076305,2.0845823,2.0,SA501X4XB00794-A90703ABC-R04-C43
3,1,17500000,4,1.3772953,2.6675387,3.0,SA501X4XB00794-A90703ABC-R04-C43
3,17500001,34500000,3,0.9799366,1.8979363,2.0,SA501X4XB00794-A90703ABC-R04-C43
3,34500001,86500000,2,0.5268383,1.0203779,1.0,SA501X4XB00794-A90703ABC-R04-C43
3,86500001,114000000,3,1.0431842,2.0204339,2.0,SA501X4XB00794-A90703ABC-R04-C43
3,114000001,149000000,4,1.6095132,3.1172972,3.0,SA501X4XB00794-A90703ABC-R04-C43
3,149000001,180500000,5,2.0705458,4.0102228,4.0,SA501X4XB00794-A90703ABC-R04-C43
3,180500001,198500000,2,0.5168689,1.0010691,1.0,SA501X4XB00794-A90703ABC-R04-C43
4,1,70500000,2,0.4972356,0.9630435,1.0,SA501X4XB00794-A90703ABC-R04-C43
4,70500001,137000000,3,0.9860928,1.9098597,2.0,SA501X4XB00794-A90703ABC-R04-C43
4,137000001,151500000,4,1.4158822,2.7422736,3.0,SA501X4XB00794-A90703ABC-R04-C43
4,151500001,191500000,2,0.5608999,1.0863482,1.0,SA501X4XB00794-A90703ABC-R04-C43
5,1,54500000,3,1.0286446,1.9922737,2.0,SA501X4XB00794-A90703ABC-R04-C43
5,54500001,126500000,2,0.506177,0.9803612,1.0,SA501X4XB00794-A90703ABC-R04-C43
5,126500001,150500000,3,1.0631277,2.0590604,2.0,SA501X4XB00794-A90703ABC-R04-C43
5,150500001,181000000,2,0.5394848,1.0448716,1.0,SA501X4XB00794-A90703ABC-R04-C43
6,1,14500000,5,2.1555785,4.1749138,4.0,SA501X4XB00794-A90703ABC-R04-C43
6,14500001,32000000,4,1.4609196,2.8295018,3.0,SA501X4XB00794-A90703ABC-R04-C43
6,32000001,77000000,3,1.0108982,1.9579025,2.0,SA501X4XB00794-A90703ABC-R04-C43
6,77000001,93500000,4,1.4509926,2.8102753,3.0,SA501X4XB00794-A90703ABC-R04-C43
6,93500001,114500000,6,2.4546227,4.7541012,5.0,SA501X4XB00794-A90703ABC-R04-C43
6,114500001,158000000,5,2.1675415,4.1980837,4.0,SA501X4XB00794-A90703ABC-R04-C43
6,158000001,171500000,2,0.5016581,0.9716089,1.0,SA501X4XB00794-A90703ABC-R04-C43
7,1,135000000,3,0.9970907,1.9311604,2.0,SA501X4XB00794-A90703ABC-R04-C43
7,135000001,159500000,2,0.5363791,1.0388564,1.0,SA501X4XB00794-A90703ABC-R04-C43
8,1,67500000,2,0.5121476,0.991925,1.0,SA501X4XB00794-A90703ABC-R04-C43
8,67500001,77500000,7,3.8090154,7.3772822,7.0,SA501X4XB00794-A90703ABC-R04-C43
8,77500001,92500000,3,1.0526875,2.0388399,2.0,SA501X4XB00794-A90703ABC-R04-C43
8,92500001,99500000,2,0.458357,0.8877435,1.0,SA501X4XB00794-A90703ABC-R04-C43
8,99500001,146500000,4,1.635491,3.167611,3.0,SA501X4XB00794-A90703ABC-R04-C43
9,1,79000000,3,1.0463233,2.0265139,2.0,SA501X4XB00794-A90703ABC-R04-C43
9,79000001,89000000,4,1.4437907,2.7963267,3.0,SA501X4XB00794-A90703ABC-R04-C43
9,89000001,141500000,3,1.0845383,2.1005284,2.0,SA501X4XB00794-A90703ABC-R04-C43
10,1,120500000,3,1.0149373,1.9657255,2.0,SA501X4XB00794-A90703ABC-R04-C43
10,120500001,136000000,2,0.4979832,0.9644914,1.0,SA501X4XB00794-A90703ABC-R04-C43
11,1,33000000,3,1.0431308,2.0203306,2.0,SA501X4XB00794-A90703ABC-R04-C43
11,33000001,45000000,4,1.4357812,2.7808139,3.0,SA501X4XB00794-A90703ABC-R04-C43
11,45000001,100500000,3,1.0091588,1.9545339,2.0,SA501X4XB00794-A90703ABC-R04-C43
11,100500001,135500000,2,0.4932541,0.9553322,1.0,SA501X4XB00794-A90703ABC-R04-C43
12,1,47000000,3,1.036623,2.0077263,2.0,SA501X4XB00794-A90703ABC-R04-C43
12,47000001,69000000,2,0.5692975,1.1026126,1.0,SA501X4XB00794-A90703ABC-R04-C43
12,69000001,134000000,3,1.0449126,2.0237816,2.0,SA501X4XB00794-A90703ABC-R04-C43
13,1,38500000,3,1.0536889,2.0407794,2.0,SA501X4XB00794-A90703ABC-R04-C43
